name,market,n,wins,losses,win_rate,profit_factor,avg_r,total_r,max_dd_r,confidence,rank,recommendation,filters,symbol,entry_type,exit_type,sl_type,tp_type,trailing_sl_type,trend,structure,CHoCH,BOS,MSS,FVG,OB,displacement,session,score_gate,market_key,filter_score_gate,filter_direction,filter_session,filter_h4,filter_h1,filter_ob,filter_mss_type,filter_mss,filter_fvg_displacement,filter_skip_no_displacement,filter_regime,filter_skip_regime,filter_volatility,filter_news_filter,filter_exit_model,filter_ob_present
score_gate_8,NSE,643,464,179,72.16,8.1611,1.9935,1281.84,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'score_gate': 8},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,8,nse,8.0,,,,,,,,,,,,,,,
score_gate_10,NSE,393,275,118,69.97,7.4488,1.9363,760.96,4.5,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'score_gate': 10},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,10,nse,10.0,,,,,,,,,,,,,,,
score_gate_12,NSE,302,220,82,72.85,8.9355,2.1547,650.71,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'score_gate': 12},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,12,nse,12.0,,,,,,,,,,,,,,,
score_gate_14,NSE,58,39,19,67.24,5.0821,1.3372,77.56,4.51,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,{'score_gate': 14},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,14,nse,14.0,,,,,,,,,,,,,,,
score_gate_15,NSE,15,9,6,60.0,3.8417,1.1367,17.05,5.0,LOW CONFIDENCE,B,Useful context filter; combine with stronger confirmation before live changes.,{'score_gate': 15},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,15,nse,15.0,,,,,,,,,,,,,,,
long_only,NSE,341,237,104,69.5,6.6287,1.7167,585.38,4.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'direction': 'long'},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,nse,,long,,,,,,,,,,,,,,
short_only,NSE,377,279,98,74.01,9.4163,2.1878,824.8,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'direction': 'short'},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,nse,,short,,,,,,,,,,,,,,
10_00_window,NSE,162,116,46,71.6,7.5339,1.8553,300.56,3.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'session': '10:00'},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,10:00,ALL,nse,,,10:00,,,,,,,,,,,,,
13_30_window,NSE,101,83,18,82.18,13.6611,2.2564,227.9,2.0,HIGH,A+,Candidate for manual review; meets 80%+ WR and PF 2.25+ with acceptable sample.,{'session': '13:30'},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,13:30,ALL,nse,,,13:30,,,,,,,,,,,,,
h4_aligned_only,NSE,0,0,0,0.0,0.0,0.0,0.0,0.0,LOW CONFIDENCE,REJECT,No trades,{'h4': 'aligned'},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,nse,,,,aligned,,,,,,,,,,,,
h1_h4_aligned,NSE,0,0,0,0.0,0.0,0.0,0.0,0.0,LOW CONFIDENCE,REJECT,No trades,"{'h1': 'aligned', 'h4': 'aligned'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,nse,,,,aligned,aligned,,,,,,,,,,,
ob_present,NSE,382,266,116,69.63,7.4802,1.9678,751.7,4.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'ob': True},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,ALL,nse,,,,,,True,,,,,,,,,,
no_ob_score_ge_15,NSE,0,0,0,0.0,0.0,0.0,0.0,0.0,LOW CONFIDENCE,REJECT,No trades,"{'ob': False, 'score_gate': 15}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,False,ALL,ALL,15,nse,15.0,,,,,False,,,,,,,,,,
choch_present,NSE,204,131,73,64.22,6.3862,1.9274,393.19,5.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'mss_type': 'CHOCH'},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,CHOCH,True,False,True,silver_bullet_fvg,ALL,ALL,ALL,ALL,nse,,,,,,,CHOCH,,,,,,,,,
bos_present,NSE,178,135,43,75.84,9.3374,2.0141,358.51,3.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'mss_type': 'BOS'},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,BOS,False,True,True,silver_bullet_fvg,ALL,ALL,ALL,ALL,nse,,,,,,,BOS,,,,,,,,,
mss_present,NSE,382,266,116,69.63,7.4802,1.9678,751.7,4.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'mss': True},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,True,silver_bullet_fvg,ALL,ALL,ALL,ALL,nse,,,,,,,,True,,,,,,,,
fvg_displacement_only,NSE,330,247,83,74.85,8.8686,1.9791,653.09,3.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'fvg_displacement': True},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,True,ALL,ALL,nse,,,,,,,,,True,,,,,,,
no_displacement_fvg_skip,NSE,330,247,83,74.85,8.8686,1.9791,653.09,3.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'skip_no_displacement': True},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,True,ALL,ALL,nse,,,,,,,,,,True,,,,,,
trending_only,NSE,275,191,84,69.45,7.7583,2.0644,567.7,5.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'regime': 'TRENDING'},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,nse,,,,,,,,,,,TRENDING,,,,,
neutral_only,NSE,87,63,24,72.41,7.9958,1.9299,167.9,3.76,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,{'regime': 'NEUTRAL'},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,NEUTRAL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,nse,,,,,,,,,,,NEUTRAL,,,,,
choppy_skip,NSE,698,504,194,72.21,8.186,1.9972,1394.08,4.5,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'skip_regime': 'CHOPPY'},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,nse,,,,,,,,,,,,CHOPPY,,,,
volatility_filter_proxy,NSE,362,254,108,70.17,7.8111,2.032,735.6,4.5,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'volatility': 'non_choppy_proxy'},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,nse,,,,,,,,,,,,,non_choppy_proxy,,,
news_filter_unavailable,NSE,0,0,0,0.0,0.0,0.0,0.0,0.0,LOW CONFIDENCE,REJECT,No trades,{'news_filter': 'unavailable'},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,nse,,,,,,,,,,,,,,unavailable,,
exit_model_base,NSE,718,516,202,71.87,7.9811,1.964,1410.18,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'exit_model': 'base'},ALL,silver_bullet_fvg_retest,base,base,base,base,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,nse,,,,,,,,,,,,,,,base,
exit_model_tp_1r,NSE,718,516,202,71.87,2.4762,0.4153,298.2,6.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'exit_model': 'tp_1r'},ALL,silver_bullet_fvg_retest,tp_1r,tp_1r,tp_1r,tp_1r,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,nse,,,,,,,,,,,,,,,tp_1r,
exit_model_tp_2r,NSE,718,516,202,71.87,4.5016,0.9851,707.33,4.49,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'exit_model': 'tp_2r'},ALL,silver_bullet_fvg_retest,tp_2r,tp_2r,tp_2r,tp_2r,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,nse,,,,,,,,,,,,,,,tp_2r,
exit_model_tp_3r,NSE,718,516,202,71.87,5.7068,1.3242,950.78,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'exit_model': 'tp_3r'},ALL,silver_bullet_fvg_retest,tp_3r,tp_3r,tp_3r,tp_3r,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,nse,,,,,,,,,,,,,,,tp_3r,
exit_model_partial_1r,NSE,718,516,202,71.87,6.1645,1.453,1043.2266,4.6533,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'exit_model': 'partial_1r'},ALL,silver_bullet_fvg_retest,partial_1r,partial_1r,partial_1r,partial_1r,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,nse,,,,,,,,,,,,,,,partial_1r,
exit_model_be_at_1r,NSE,718,516,202,71.87,7.9811,1.964,1410.18,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'exit_model': 'be_at_1r'},ALL,silver_bullet_fvg_retest,be_at_1r,be_at_1r,be_at_1r,be_at_1r,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,nse,,,,,,,,,,,,,,,be_at_1r,
exit_model_trail_after_1_5r,NSE,718,516,202,71.87,5.3293,1.218,874.52,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'exit_model': 'trail_after_1_5r'},ALL,silver_bullet_fvg_retest,trail_after_1_5r,trail_after_1_5r,trail_after_1_5r,trail_after_1_5r,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,nse,,,,,,,,,,,,,,,trail_after_1_5r,
exit_model_fixed_sl,NSE,718,516,202,71.87,7.9811,1.8658,1339.671,3.8,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'exit_model': 'fixed_sl'},ALL,silver_bullet_fvg_retest,fixed_sl,fixed_sl,fixed_sl,fixed_sl,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,nse,,,,,,,,,,,,,,,fixed_sl,
exit_model_structure_sl,NSE,718,516,202,71.87,7.9811,1.964,1410.18,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'exit_model': 'structure_sl'},ALL,silver_bullet_fvg_retest,structure_sl,structure_sl,structure_sl,structure_sl,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,nse,,,,,,,,,,,,,,,structure_sl,
exit_model_fvg_sl,NSE,718,516,202,71.87,7.9811,1.7676,1269.162,3.6,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'exit_model': 'fvg_sl'},ALL,silver_bullet_fvg_retest,fvg_sl,fvg_sl,fvg_sl,fvg_sl,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,nse,,,,,,,,,,,,,,,fvg_sl,
exit_model_ob_sl,NSE,718,516,202,71.87,7.9811,2.0622,1480.689,4.2,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'exit_model': 'ob_sl'},ALL,silver_bullet_fvg_retest,ob_sl,ob_sl,ob_sl,ob_sl,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,nse,,,,,,,,,,,,,,,ob_sl,
combo_score_gate=8_direction=short_fvg_displacement=True,NSE,133,105,28,78.95,11.2543,2.1588,287.12,3.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 8, 'direction': 'short', 'fvg_displacement': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,True,ALL,8,nse,8.0,short,,,,,,,True,,,,,,,
combo_score_gate=8_direction=short_ob_present=False,NSE,133,105,28,78.95,11.2543,2.1588,287.12,3.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 8, 'direction': 'short', 'ob_present': False}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,False,ALL,ALL,8,nse,8.0,short,,,,,,,,,,,,,,False
combo_score_gate=8_direction=short_ob_present=False_fvg_displacement=True,NSE,133,105,28,78.95,11.2543,2.1588,287.12,3.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 8, 'direction': 'short', 'ob_present': False, 'fvg_displacement': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,False,True,ALL,8,nse,8.0,short,,,,,,,True,,,,,,,False
combo_score_gate=12_direction=short,NSE,159,118,41,74.21,10.8088,2.5293,402.16,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 12, 'direction': 'short'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,12,nse,12.0,short,,,,,,,,,,,,,,
combo_score_gate=12_direction=short_ob_present=True,NSE,159,118,41,74.21,10.8088,2.5293,402.16,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 12, 'direction': 'short', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,12,nse,12.0,short,,,,,,,,,,,,,,True
combo_score_gate=8_direction=short,NSE,335,251,84,74.93,10.0444,2.2679,759.73,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 8, 'direction': 'short'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,8,nse,8.0,short,,,,,,,,,,,,,,
combo_score_gate=10_direction=short_ob_present=True,NSE,199,145,54,72.86,9.7611,2.3774,473.1,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 10, 'direction': 'short', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,10,nse,10.0,short,,,,,,,,,,,,,,True
combo_score_gate=10_direction=short_mss_type=BOS,NSE,101,77,24,76.24,9.7538,2.0801,210.09,3.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 10, 'direction': 'short', 'mss_type': 'BOS'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,BOS,False,True,True,silver_bullet_fvg,ALL,ALL,ALL,10,nse,10.0,short,,,,,BOS,,,,,,,,,
combo_score_gate=10_direction=short_mss_type=BOS_ob_present=True,NSE,101,77,24,76.24,9.7538,2.0801,210.09,3.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 10, 'direction': 'short', 'mss_type': 'BOS', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,BOS,False,True,True,silver_bullet_fvg,True,ALL,ALL,10,nse,10.0,short,,,,,BOS,,,,,,,,,True
combo_score_gate=10_mss_type=BOS,NSE,174,133,41,76.44,9.6556,2.0395,354.88,3.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 10, 'mss_type': 'BOS'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,BOS,False,True,True,silver_bullet_fvg,ALL,ALL,ALL,10,nse,10.0,,,,,,BOS,,,,,,,,,
combo_score_gate=10_mss_type=BOS_ob_present=True,NSE,174,133,41,76.44,9.6556,2.0395,354.88,3.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 10, 'mss_type': 'BOS', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,BOS,False,True,True,silver_bullet_fvg,True,ALL,ALL,10,nse,10.0,,,,,,BOS,,,,,,,,,True
combo_score_gate=10_direction=short,NSE,207,151,56,72.95,9.5802,2.3212,480.49,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 10, 'direction': 'short'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,10,nse,10.0,short,,,,,,,,,,,,,,
combo_score_gate=8_direction=short_ob_present=True,NSE,202,146,56,72.28,9.4395,2.3397,472.61,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 8, 'direction': 'short', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,8,nse,8.0,short,,,,,,,,,,,,,,True
combo_score_gate=8_fvg_displacement=True,NSE,261,198,63,75.86,9.4149,2.0312,530.14,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 8, 'fvg_displacement': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,True,ALL,8,nse,8.0,,,,,,,,True,,,,,,,
combo_score_gate=8_ob_present=False,NSE,261,198,63,75.86,9.4149,2.0312,530.14,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 8, 'ob_present': False}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,False,ALL,ALL,8,nse,8.0,,,,,,,,,,,,,,,False
combo_score_gate=8_ob_present=False_fvg_displacement=True,NSE,261,198,63,75.86,9.4149,2.0312,530.14,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 8, 'ob_present': False, 'fvg_displacement': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,False,True,ALL,8,nse,8.0,,,,,,,,True,,,,,,,False
combo_score_gate=8_regime=TRENDING_mss_type=BOS,NSE,143,107,36,74.83,9.4031,2.1155,302.51,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 8, 'regime': 'TRENDING', 'mss_type': 'BOS'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,BOS,False,True,True,silver_bullet_fvg,ALL,ALL,ALL,8,nse,8.0,,,,,,BOS,,,,TRENDING,,,,,
