name,market,n,wins,losses,win_rate,profit_factor,avg_r,total_r,max_dd_r,confidence,rank,recommendation,filters,symbol,entry_type,exit_type,sl_type,tp_type,trailing_sl_type,trend,structure,CHoCH,BOS,MSS,FVG,OB,displacement,session,score_gate,market_key,filter_score_gate,filter_direction,filter_session,filter_h4,filter_h1,filter_ob,filter_mss_type,filter_mss,filter_fvg_displacement,filter_skip_no_displacement,filter_regime,filter_skip_regime,filter_volatility,filter_news_filter,filter_exit_model,filter_ob_present
combo_score_gate=10_direction=short_mss_type=CHOCH,FOREX,49,27,22,55.1,3.3955,1.0558,51.734,4.0,LOW,REJECT,Reject or keep as diagnostic only; does not meet edge threshold.,"{'score_gate': 10, 'direction': 'short', 'mss_type': 'CHOCH'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,CHOCH,True,False,True,silver_bullet_fvg,ALL,ALL,ALL,10,forex,10.0,short,,,,,CHOCH,,,,,,,,,
combo_score_gate=10_direction=short_mss_type=CHOCH_ob_present=False,FOREX,49,27,22,55.1,3.3955,1.0558,51.734,4.0,LOW,REJECT,Reject or keep as diagnostic only; does not meet edge threshold.,"{'score_gate': 10, 'direction': 'short', 'mss_type': 'CHOCH', 'ob_present': False}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,CHOCH,True,False,True,silver_bullet_fvg,False,ALL,ALL,10,forex,10.0,short,,,,,CHOCH,,,,,,,,,False
combo_score_gate=10_direction=long_mss_type=BOS,FOREX,74,40,34,54.05,2.7843,0.8163,60.4072,4.33,ACCEPTABLE,REJECT,Reject or keep as diagnostic only; does not meet edge threshold.,"{'score_gate': 10, 'direction': 'long', 'mss_type': 'BOS'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,BOS,False,True,True,silver_bullet_fvg,ALL,ALL,ALL,10,forex,10.0,long,,,,,BOS,,,,,,,,,
combo_score_gate=8_direction=long_mss_type=BOS,FOREX,76,40,36,52.63,2.629,0.7685,58.4072,4.33,ACCEPTABLE,REJECT,Reject or keep as diagnostic only; does not meet edge threshold.,"{'score_gate': 8, 'direction': 'long', 'mss_type': 'BOS'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,BOS,False,True,True,silver_bullet_fvg,ALL,ALL,ALL,8,forex,8.0,long,,,,,BOS,,,,,,,,,
combo_score_gate=8_direction=long_mss_type=BOS_fvg_displacement=True,FOREX,68,36,32,52.94,2.6137,0.7594,51.64,4.33,ACCEPTABLE,REJECT,Reject or keep as diagnostic only; does not meet edge threshold.,"{'score_gate': 8, 'direction': 'long', 'mss_type': 'BOS', 'fvg_displacement': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,BOS,False,True,True,silver_bullet_fvg,ALL,True,ALL,8,forex,8.0,long,,,,,BOS,,True,,,,,,,
combo_score_gate=10_direction=long_mss_type=BOS_fvg_displacement=True,FOREX,68,36,32,52.94,2.6137,0.7594,51.64,4.33,ACCEPTABLE,REJECT,Reject or keep as diagnostic only; does not meet edge threshold.,"{'score_gate': 10, 'direction': 'long', 'mss_type': 'BOS', 'fvg_displacement': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,BOS,False,True,True,silver_bullet_fvg,ALL,True,ALL,10,forex,10.0,long,,,,,BOS,,True,,,,,,,
combo_score_gate=10_direction=long_mss_type=BOS_ob_present=False,FOREX,72,38,34,52.78,2.607,0.7557,54.4072,4.33,ACCEPTABLE,REJECT,Reject or keep as diagnostic only; does not meet edge threshold.,"{'score_gate': 10, 'direction': 'long', 'mss_type': 'BOS', 'ob_present': False}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,BOS,False,True,True,silver_bullet_fvg,False,ALL,ALL,10,forex,10.0,long,,,,,BOS,,,,,,,,,False
combo_score_gate=8_direction=long_mss_type=BOS_ob_present=False,FOREX,74,38,36,51.35,2.4616,0.7082,52.4072,4.33,ACCEPTABLE,REJECT,Reject or keep as diagnostic only; does not meet edge threshold.,"{'score_gate': 8, 'direction': 'long', 'mss_type': 'BOS', 'ob_present': False}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,BOS,False,True,True,silver_bullet_fvg,False,ALL,ALL,8,forex,8.0,long,,,,,BOS,,,,,,,,,False
combo_score_gate=8_direction=long_mss_type=BOS_ob_present=False_fvg_displacement=True,FOREX,66,34,32,51.52,2.4263,0.6915,45.64,4.33,ACCEPTABLE,REJECT,Reject or keep as diagnostic only; does not meet edge threshold.,"{'score_gate': 8, 'direction': 'long', 'mss_type': 'BOS', 'ob_present': False, 'fvg_displacement': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,BOS,False,True,True,silver_bullet_fvg,False,True,ALL,8,forex,8.0,long,,,,,BOS,,True,,,,,,,False
combo_score_gate=10_direction=long_mss_type=BOS_ob_present=False_fvg_displacement=True,FOREX,66,34,32,51.52,2.4263,0.6915,45.64,4.33,ACCEPTABLE,REJECT,Reject or keep as diagnostic only; does not meet edge threshold.,"{'score_gate': 10, 'direction': 'long', 'mss_type': 'BOS', 'ob_present': False, 'fvg_displacement': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,BOS,False,True,True,silver_bullet_fvg,False,True,ALL,10,forex,10.0,long,,,,,BOS,,True,,,,,,,False
score_gate_8,COMBINED,912,634,278,69.52,6.8125,1.7497,1595.7281,6.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'score_gate': 8},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,8,combined,8.0,,,,,,,,,,,,,,,
score_gate_10,COMBINED,652,439,213,67.33,6.063,1.6271,1060.8481,6.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'score_gate': 10},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,10,combined,10.0,,,,,,,,,,,,,,,
score_gate_12,COMBINED,344,248,96,72.09,8.3819,2.0601,708.6601,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'score_gate': 12},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,12,combined,12.0,,,,,,,,,,,,,,,
score_gate_14,COMBINED,60,41,19,68.33,5.3853,1.3887,83.32,4.51,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,{'score_gate': 14},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,14,combined,14.0,,,,,,,,,,,,,,,
score_gate_15,COMBINED,15,9,6,60.0,3.8417,1.1367,17.05,5.0,LOW CONFIDENCE,B,Useful context filter; combine with stronger confirmation before live changes.,{'score_gate': 15},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,15,combined,15.0,,,,,,,,,,,,,,,
long_only,COMBINED,474,317,157,66.88,5.6574,1.5223,721.5895,4.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'direction': 'long'},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,combined,,long,,,,,,,,,,,,,,
short_only,COMBINED,513,369,144,71.93,8.0302,1.9541,1002.4786,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'direction': 'short'},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,combined,,short,,,,,,,,,,,,,,
10_00_window,COMBINED,162,116,46,71.6,7.5339,1.8553,300.56,3.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'session': '10:00'},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,10:00,ALL,combined,,,10:00,,,,,,,,,,,,,
13_30_window,COMBINED,101,83,18,82.18,13.6611,2.2564,227.9,2.0,HIGH,A+,Candidate for manual review; meets 80%+ WR and PF 2.25+ with acceptable sample.,{'session': '13:30'},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,13:30,ALL,combined,,,13:30,,,,,,,,,,,,,
h4_aligned_only,COMBINED,0,0,0,0.0,0.0,0.0,0.0,0.0,LOW CONFIDENCE,REJECT,No trades,{'h4': 'aligned'},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,combined,,,,aligned,,,,,,,,,,,,
h1_h4_aligned,COMBINED,0,0,0,0.0,0.0,0.0,0.0,0.0,LOW CONFIDENCE,REJECT,No trades,"{'h1': 'aligned', 'h4': 'aligned'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,combined,,,,aligned,aligned,,,,,,,,,,,
ob_present,COMBINED,386,270,116,69.95,7.5816,1.9779,763.46,4.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'ob': True},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,ALL,combined,,,,,,True,,,,,,,,,,
no_ob_score_ge_15,COMBINED,0,0,0,0.0,0.0,0.0,0.0,0.0,LOW CONFIDENCE,REJECT,No trades,"{'ob': False, 'score_gate': 15}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,False,ALL,ALL,15,combined,15.0,,,,,False,,,,,,,,,,
choch_present,COMBINED,312,200,112,64.1,5.8208,1.6946,528.7263,5.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'mss_type': 'CHOCH'},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,CHOCH,True,False,True,silver_bullet_fvg,ALL,ALL,ALL,ALL,combined,,,,,,,CHOCH,,,,,,,,,
bos_present,COMBINED,339,236,103,69.62,6.2708,1.5837,536.8618,5.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'mss_type': 'BOS'},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,BOS,False,True,True,silver_bullet_fvg,ALL,ALL,ALL,ALL,combined,,,,,,,BOS,,,,,,,,,
mss_present,COMBINED,651,436,215,66.97,6.0375,1.6368,1065.5881,6.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'mss': True},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,True,silver_bullet_fvg,ALL,ALL,ALL,ALL,combined,,,,,,,,True,,,,,,,,
fvg_displacement_only,COMBINED,580,409,171,70.52,6.6729,1.6537,959.17,6.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'fvg_displacement': True},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,True,ALL,ALL,combined,,,,,,,,,True,,,,,,,
no_displacement_fvg_skip,COMBINED,580,409,171,70.52,6.6729,1.6537,959.17,6.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'skip_no_displacement': True},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,True,ALL,ALL,combined,,,,,,,,,,True,,,,,,
trending_only,COMBINED,275,191,84,69.45,7.7583,2.0644,567.7,5.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'regime': 'TRENDING'},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,combined,,,,,,,,,,,TRENDING,,,,,
neutral_only,COMBINED,87,63,24,72.41,7.9958,1.9299,167.9,3.76,ACCEPTABLE,B,Useful context filter; combine with stronger confirmation before live changes.,{'regime': 'NEUTRAL'},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,NEUTRAL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,combined,,,,,,,,,,,NEUTRAL,,,,,
choppy_skip,COMBINED,967,674,293,69.7,6.8991,1.7663,1707.9681,6.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'skip_regime': 'CHOPPY'},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,combined,,,,,,,,,,,,CHOPPY,,,,
volatility_filter_proxy,COMBINED,362,254,108,70.17,7.8111,2.032,735.6,4.5,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,{'volatility': 'non_choppy_proxy'},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,combined,,,,,,,,,,,,,non_choppy_proxy,,,
news_filter_unavailable,COMBINED,0,0,0,0.0,0.0,0.0,0.0,0.0,LOW CONFIDENCE,REJECT,No trades,{'news_filter': 'unavailable'},ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,combined,,,,,,,,,,,,,,unavailable,,
exit_model_base,COMBINED,987,686,301,69.5,6.7946,1.7468,1724.0681,6.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'exit_model': 'base'},ALL,silver_bullet_fvg_retest,base,base,base,base,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,combined,,,,,,,,,,,,,,,base,
exit_model_tp_1r,COMBINED,987,686,301,69.5,2.2203,0.3678,363.0632,8.03,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'exit_model': 'tp_1r'},ALL,silver_bullet_fvg_retest,tp_1r,tp_1r,tp_1r,tp_1r,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,combined,,,,,,,,,,,,,,,tp_1r,
exit_model_tp_2r,COMBINED,987,686,301,69.5,4.0376,0.9157,903.7682,6.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'exit_model': 'tp_2r'},ALL,silver_bullet_fvg_retest,tp_2r,tp_2r,tp_2r,tp_2r,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,combined,,,,,,,,,,,,,,,tp_2r,
exit_model_tp_3r,COMBINED,987,686,301,69.5,5.2203,1.2722,1255.6782,6.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'exit_model': 'tp_3r'},ALL,silver_bullet_fvg_retest,tp_3r,tp_3r,tp_3r,tp_3r,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,combined,,,,,,,,,,,,,,,tp_3r,
exit_model_partial_1r,COMBINED,987,686,301,69.5,5.285,1.2917,1274.9365,6.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'exit_model': 'partial_1r'},ALL,silver_bullet_fvg_retest,partial_1r,partial_1r,partial_1r,partial_1r,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,combined,,,,,,,,,,,,,,,partial_1r,
exit_model_be_at_1r,COMBINED,987,686,301,69.5,6.7946,1.7468,1724.0681,6.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'exit_model': 'be_at_1r'},ALL,silver_bullet_fvg_retest,be_at_1r,be_at_1r,be_at_1r,be_at_1r,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,combined,,,,,,,,,,,,,,,be_at_1r,
exit_model_trail_after_1_5r,COMBINED,987,686,301,69.5,4.786,1.1413,1126.4582,6.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'exit_model': 'trail_after_1_5r'},ALL,silver_bullet_fvg_retest,trail_after_1_5r,trail_after_1_5r,trail_after_1_5r,trail_after_1_5r,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,combined,,,,,,,,,,,,,,,trail_after_1_5r,
exit_model_fixed_sl,COMBINED,987,686,301,69.5,6.7946,1.6594,1637.8647,5.7,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'exit_model': 'fixed_sl'},ALL,silver_bullet_fvg_retest,fixed_sl,fixed_sl,fixed_sl,fixed_sl,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,combined,,,,,,,,,,,,,,,fixed_sl,
exit_model_structure_sl,COMBINED,987,686,301,69.5,6.7946,1.7468,1724.0681,6.0,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'exit_model': 'structure_sl'},ALL,silver_bullet_fvg_retest,structure_sl,structure_sl,structure_sl,structure_sl,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,combined,,,,,,,,,,,,,,,structure_sl,
exit_model_fvg_sl,COMBINED,987,686,301,69.5,6.7946,1.5721,1551.6613,5.4,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'exit_model': 'fvg_sl'},ALL,silver_bullet_fvg_retest,fvg_sl,fvg_sl,fvg_sl,fvg_sl,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,combined,,,,,,,,,,,,,,,fvg_sl,
exit_model_ob_sl,COMBINED,987,686,301,69.5,6.7946,1.8341,1810.2715,6.3,HIGH,B,Useful context filter; combine with stronger confirmation before live changes.,{'exit_model': 'ob_sl'},ALL,silver_bullet_fvg_retest,ob_sl,ob_sl,ob_sl,ob_sl,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,ALL,combined,,,,,,,,,,,,,,,ob_sl,
combo_score_gate=12_direction=short_ob_present=True,COMBINED,161,120,41,74.53,10.9493,2.5337,407.92,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 12, 'direction': 'short', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,12,combined,12.0,short,,,,,,,,,,,,,,True
combo_score_gate=12_direction=short,COMBINED,175,129,46,73.71,10.2433,2.4297,425.1901,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 12, 'direction': 'short'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,12,combined,12.0,short,,,,,,,,,,,,,,
combo_score_gate=10_direction=short_mss_type=BOS_ob_present=True,COMBINED,103,79,24,76.7,9.9938,2.0956,215.85,3.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 10, 'direction': 'short', 'mss_type': 'BOS', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,BOS,False,True,True,silver_bullet_fvg,True,ALL,ALL,10,combined,10.0,short,,,,,BOS,,,,,,,,,True
combo_score_gate=10_mss_type=BOS_ob_present=True,COMBINED,178,137,41,76.97,9.9424,2.0598,366.64,3.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 10, 'mss_type': 'BOS', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,BOS,False,True,True,silver_bullet_fvg,True,ALL,ALL,10,combined,10.0,,,,,,BOS,,,,,,,,,True
combo_score_gate=10_direction=short_ob_present=True,COMBINED,201,147,54,73.13,9.8678,2.3824,478.86,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 10, 'direction': 'short', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,10,combined,10.0,short,,,,,,,,,,,,,,True
combo_score_gate=8_mss_type=BOS_ob_present=True,COMBINED,182,139,43,76.37,9.6109,2.0345,370.27,3.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 8, 'mss_type': 'BOS', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,BOS,False,True,True,silver_bullet_fvg,True,ALL,ALL,8,combined,8.0,,,,,,BOS,,,,,,,,,True
combo_score_gate=8_direction=short_ob_present=True,COMBINED,204,148,56,72.55,9.5423,2.345,478.37,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 8, 'direction': 'short', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,8,combined,8.0,short,,,,,,,,,,,,,,True
combo_score_gate=8_regime=TRENDING_mss_type=BOS,COMBINED,143,107,36,74.83,9.4031,2.1155,302.51,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 8, 'regime': 'TRENDING', 'mss_type': 'BOS'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,BOS,False,True,True,silver_bullet_fvg,ALL,ALL,ALL,8,combined,8.0,,,,,,BOS,,,,TRENDING,,,,,
combo_score_gate=8_regime=TRENDING_mss_type=BOS_ob_present=True,COMBINED,143,107,36,74.83,9.4031,2.1155,302.51,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 8, 'regime': 'TRENDING', 'mss_type': 'BOS', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,BOS,False,True,True,silver_bullet_fvg,True,ALL,ALL,8,combined,8.0,,,,,,BOS,,,,TRENDING,,,,,True
combo_score_gate=10_regime=TRENDING_mss_type=BOS,COMBINED,143,107,36,74.83,9.4031,2.1155,302.51,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 10, 'regime': 'TRENDING', 'mss_type': 'BOS'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,BOS,False,True,True,silver_bullet_fvg,ALL,ALL,ALL,10,combined,10.0,,,,,,BOS,,,,TRENDING,,,,,
combo_score_gate=10_regime=TRENDING_mss_type=BOS_ob_present=True,COMBINED,143,107,36,74.83,9.4031,2.1155,302.51,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 10, 'regime': 'TRENDING', 'mss_type': 'BOS', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,BOS,False,True,True,silver_bullet_fvg,True,ALL,ALL,10,combined,10.0,,,,,,BOS,,,,TRENDING,,,,,True
combo_score_gate=12_direction=short_regime=TRENDING,COMBINED,121,85,36,70.25,9.3342,2.4796,300.03,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 12, 'direction': 'short', 'regime': 'TRENDING'}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,ALL,False,False,False,silver_bullet_fvg,ALL,ALL,ALL,12,combined,12.0,short,,,,,,,,,TRENDING,,,,,
combo_score_gate=12_direction=short_regime=TRENDING_ob_present=True,COMBINED,121,85,36,70.25,9.3342,2.4796,300.03,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 12, 'direction': 'short', 'regime': 'TRENDING', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,TRENDING,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,12,combined,12.0,short,,,,,,,,,TRENDING,,,,,True
combo_score_gate=8_direction=short_mss_type=BOS_ob_present=True,COMBINED,106,80,26,75.47,9.2831,2.0317,215.36,3.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 8, 'direction': 'short', 'mss_type': 'BOS', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,BOS,False,True,True,silver_bullet_fvg,True,ALL,ALL,8,combined,8.0,short,,,,,BOS,,,,,,,,,True
combo_score_gate=12_mss_type=CHOCH_ob_present=True,COMBINED,170,121,49,71.18,9.0933,2.3328,396.57,4.51,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 12, 'mss_type': 'CHOCH', 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,CHOCH,True,False,True,silver_bullet_fvg,True,ALL,ALL,12,combined,12.0,,,,,,CHOCH,,,,,,,,,True
combo_score_gate=12_ob_present=True,COMBINED,306,224,82,73.2,9.0789,2.1649,662.47,4.0,HIGH,A,Strong filter; does not fully hit 80% WR target but has robust sample.,"{'score_gate': 12, 'ob_present': True}",ALL,silver_bullet_fvg_retest,logged_cb6_exit,logged_cb6_sl,logged_cb6_tp,logged_cb6_management,ALL,ALL,False,False,False,silver_bullet_fvg,True,ALL,ALL,12,combined,12.0,,,,,,,,,,,,,,,True
